timestamp_ms,timestamp_iso,status,response_time_ms,http_code,error
1769439187518,2026-01-26T06:53:07.518,failure,0.08,,Connection error: [Errno 111] Connection refused
1769439187568,2026-01-26T06:53:07.568,failure,0.08,,Connection error: [Errno 111] Connection refused
1769439187618,2026-01-26T06:53:07.618,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439187668,2026-01-26T06:53:07.668,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439187718,2026-01-26T06:53:07.718,failure,0.10,,Connection error: [Errno 111] Connection refused
1769439187768,2026-01-26T06:53:07.768,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439187818,2026-01-26T06:53:07.818,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439187868,2026-01-26T06:53:07.868,failure,0.13,,Connection error: [Errno 111] Connection refused
1769439187918,2026-01-26T06:53:07.918,failure,0.10,,Connection error: [Errno 111] Connection refused
1769439187968,2026-01-26T06:53:07.968,failure,0.09,,Connection error: [Errno 111] Connection refused
1769439188019,2026-01-26T06:53:08.019,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439188069,2026-01-26T06:53:08.069,failure,0.15,,Connection error: [Errno 111] Connection refused
1769439188119,2026-01-26T06:53:08.119,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439188169,2026-01-26T06:53:08.169,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439188219,2026-01-26T06:53:08.219,failure,0.29,,Connection error: [Errno 111] Connection refused
1769439188269,2026-01-26T06:53:08.269,failure,0.16,,Connection error: [Errno 111] Connection refused
1769439188319,2026-01-26T06:53:08.319,failure,0.13,,Connection error: [Errno 111] Connection refused
1769439188369,2026-01-26T06:53:08.369,failure,0.12,,Connection error: [Errno 111] Connection refused
1769439188419,2026-01-26T06:53:08.419,failure,0.25,,Connection error: [Errno 111] Connection refused
1769439188470,2026-01-26T06:53:08.470,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439188520,2026-01-26T06:53:08.520,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439188570,2026-01-26T06:53:08.570,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439188620,2026-01-26T06:53:08.620,failure,0.11,,Connection error: [Errno 111] Connection refused
1769439188670,2026-01-26T06:53:08.670,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439188720,2026-01-26T06:53:08.720,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439188770,2026-01-26T06:53:08.770,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439188820,2026-01-26T06:53:08.820,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439188871,2026-01-26T06:53:08.871,failure,0.33,,Connection error: [Errno 111] Connection refused
1769439188921,2026-01-26T06:53:08.921,failure,0.29,,Connection error: [Errno 111] Connection refused
